query,label,score
Give me the Financial Assets figure for the last quarter.,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",1
Give me the Financial Assets figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the Financial Assets figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the Financial Assets figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Inventories last year?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,1
Can you tell me what was the Inventories last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Inventories last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Inventories last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Inventories amount for the last quarter?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,1
Can you provide the Inventories amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Inventories amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you provide the Inventories amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Deferred Tax Assets last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1
Can you tell me what was the Deferred Tax Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Deferred Tax Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Deferred Tax Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Deferred Tax Assets from the last quarter.,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,1
I'd like to know the Deferred Tax Assets from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Deferred Tax Assets from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Deferred Tax Assets from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Borrowings last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1
Can you tell me what was the Borrowings last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Borrowings last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can you tell me what was the Borrowings last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Borrowings amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",1
Can you provide the Borrowings amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Borrowings amount for the last quarter?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can you provide the Borrowings amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Trade Payables last year?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1
Can you tell me what was the Trade Payables last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Trade Payables last year?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can you tell me what was the Trade Payables last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Trade Payables amount for the last quarter?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,1
Can you provide the Trade Payables amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Trade Payables amount for the last quarter?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0
Can you provide the Trade Payables amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Provisions last year?,Provisions can be defined as Funds set aside for future liabilities or losses.,1
Can you tell me what was the Provisions last year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,1
Can you tell me what was the Provisions last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Provisions last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Provisions last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Provisions amount for the last quarter?,Provisions can be defined as Funds set aside for future liabilities or losses.,1
Can you provide the Provisions amount for the last quarter?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,1
Can you provide the Provisions amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
